Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
58,7123.0,7123.0,5526.0,5526.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-736.0,-736.0,962.0,962.0,24.170324955631823,24.170324955631823,-7.36,-7.36,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
59,7236.0,7236.0,5620.0,5620.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-830.0,-830.0,962.0,962.0,24.170324955631823,24.170324955631823,-8.3,-8.3,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
60,7349.0,7349.0,5714.0,5714.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-924.0,-924.0,962.0,962.0,24.170324955631823,24.170324955631823,-9.24,-9.24,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
61,7462.0,7462.0,5808.0,5808.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1018.0,-1018.0,962.0,962.0,24.170324955631823,24.170324955631823,-10.18,-10.18,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
62,7575.0,7575.0,5902.0,5902.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1112.0,-1112.0,962.0,962.0,24.170324955631823,24.170324955631823,-11.12,-11.12,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
63,7688.0,7688.0,5996.0,5996.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1206.0,-1206.0,962.0,962.0,24.170324955631823,24.170324955631823,-12.06,-12.06,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
64,7801.0,7801.0,6090.0,6090.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1300.0,-1300.0,962.0,962.0,24.170324955631823,24.170324955631823,-13.0,-13.0,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
65,7914.0,7914.0,6184.0,6184.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1394.0,-1394.0,962.0,962.0,24.170324955631823,24.170324955631823,-13.94,-13.94,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
66,8027.0,8027.0,6278.0,6278.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1488.0,-1488.0,962.0,962.0,24.170324955631823,24.170324955631823,-14.88,-14.88,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
67,8140.0,8140.0,6372.0,6372.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1582.0,-1582.0,962.0,962.0,24.170324955631823,24.170324955631823,-15.82,-15.82,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
68,8253.0,8253.0,6466.0,6466.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1676.0,-1676.0,962.0,962.0,24.170324955631823,24.170324955631823,-16.76,-16.76,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
69,8366.0,8366.0,6560.0,6560.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1770.0,-1770.0,962.0,962.0,24.170324955631823,24.170324955631823,-17.7,-17.7,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
70,8479.0,8479.0,6654.0,6654.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1864.0,-1864.0,962.0,962.0,24.170324955631823,24.170324955631823,-18.64,-18.64,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
71,8592.0,8592.0,6748.0,6748.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-1958.0,-1958.0,962.0,962.0,24.170324955631823,24.170324955631823,-19.58,-19.58,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
72,8705.0,8705.0,6842.0,6842.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2052.0,-2052.0,962.0,962.0,24.170324955631823,24.170324955631823,-20.52,-20.52,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
73,8818.0,8818.0,6936.0,6936.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2146.0,-2146.0,962.0,962.0,24.170324955631823,24.170324955631823,-21.46,-21.46,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
74,8931.0,8931.0,7030.0,7030.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2240.0,-2240.0,962.0,962.0,24.170324955631823,24.170324955631823,-22.4,-22.4,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
75,9044.0,9044.0,7124.0,7124.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2334.0,-2334.0,962.0,962.0,24.170324955631823,24.170324955631823,-23.34,-23.34,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
76,9157.0,9157.0,7218.0,7218.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2428.0,-2428.0,962.0,962.0,24.170324955631823,24.170324955631823,-24.28,-24.28,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
77,9270.0,9270.0,7312.0,7312.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2522.0,-2522.0,962.0,962.0,24.170324955631823,24.170324955631823,-25.22,-25.22,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
78,9383.0,9383.0,7406.0,7406.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2616.0,-2616.0,962.0,962.0,24.170324955631823,24.170324955631823,-26.16,-26.16,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
79,9496.0,9496.0,7500.0,7500.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2710.0,-2710.0,962.0,962.0,24.170324955631823,24.170324955631823,-27.1,-27.1,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
80,9609.0,9609.0,7594.0,7594.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2804.0,-2804.0,962.0,962.0,24.170324955631823,24.170324955631823,-28.04,-28.04,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
81,9722.0,9722.0,7688.0,7688.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2898.0,-2898.0,962.0,962.0,24.170324955631823,24.170324955631823,-28.98,-28.98,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
82,9835.0,9835.0,7782.0,7782.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-2992.0,-2992.0,962.0,962.0,24.170324955631823,24.170324955631823,-29.92,-29.92,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
83,9948.0,9948.0,7876.0,7876.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3086.0,-3086.0,962.0,962.0,24.170324955631823,24.170324955631823,-30.86,-30.86,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
84,10061.0,10061.0,7970.0,7970.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3180.0,-3180.0,962.0,962.0,24.170324955631823,24.170324955631823,-31.8,-31.8,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
85,10174.0,10174.0,8064.0,8064.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3274.0,-3274.0,962.0,962.0,24.170324955631823,24.170324955631823,-32.74,-32.74,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
86,10287.0,10287.0,8158.0,8158.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3368.0,-3368.0,962.0,962.0,24.170324955631823,24.170324955631823,-33.68,-33.68,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
87,10400.0,10400.0,8252.0,8252.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3462.0,-3462.0,962.0,962.0,24.170324955631823,24.170324955631823,-34.62,-34.62,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
88,10513.0,10513.0,8346.0,8346.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3556.0,-3556.0,962.0,962.0,24.170324955631823,24.170324955631823,-35.56,-35.56,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
89,10626.0,10626.0,8440.0,8440.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3650.0,-3650.0,962.0,962.0,24.170324955631823,24.170324955631823,-36.5,-36.5,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
90,10739.0,10739.0,8534.0,8534.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3744.0,-3744.0,962.0,962.0,24.170324955631823,24.170324955631823,-37.44,-37.44,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
91,10852.0,10852.0,8628.0,8628.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3838.0,-3838.0,962.0,962.0,24.170324955631823,24.170324955631823,-38.38,-38.38,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
92,10965.0,10965.0,8722.0,8722.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-3932.0,-3932.0,962.0,962.0,24.170324955631823,24.170324955631823,-39.32,-39.32,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
93,11078.0,11078.0,8816.0,8816.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4026.0,-4026.0,962.0,962.0,24.170324955631823,24.170324955631823,-40.26,-40.26,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
94,11191.0,11191.0,8910.0,8910.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4120.0,-4120.0,962.0,962.0,24.170324955631823,24.170324955631823,-41.2,-41.2,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
95,11304.0,11304.0,9004.0,9004.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4214.0,-4214.0,962.0,962.0,24.170324955631823,24.170324955631823,-42.14,-42.14,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
96,11417.0,11417.0,9098.0,9098.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4308.0,-4308.0,962.0,962.0,24.170324955631823,24.170324955631823,-43.08,-43.08,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
97,11530.0,11530.0,9192.0,9192.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4402.0,-4402.0,962.0,962.0,24.170324955631823,24.170324955631823,-44.02,-44.02,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
98,11643.0,11643.0,9286.0,9286.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4496.0,-4496.0,962.0,962.0,24.170324955631823,24.170324955631823,-44.96,-44.96,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
99,11756.0,11756.0,9380.0,9380.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4590.0,-4590.0,962.0,962.0,24.170324955631823,24.170324955631823,-45.9,-45.9,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
100,11869.0,11869.0,9474.0,9474.0,289.0,289.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,46.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,94.0,-4684.0,-4684.0,962.0,962.0,24.170324955631823,24.170324955631823,-46.84,-46.84,0.0,0.0,47.9,47.9,10.23404255319149,10.23404255319149
