Cycle,Total Messages,,Total Cycle Spend,,Total Data Received,,Peers Remaining,,Unsatisfied,,Budget Exhausted,,Orphaned,,PEER_DOWN,,MALFORMED_RECORDS,,DATA_REQUEST,,NO_DATA,,NO_ACCESS,,POLICY_INFORM,,REJECT_POLICIES,,RECORD_INFORM,,DATA_RESULT,,DATA_RESULT (+Data),,Data Received,,Cycle Spend,,Total Profit,,Total Neighbours,,Average Satisfaction,,Average Profit,,Average Data Received,,Average Normalised Profit,,Average Neighbours,
10,1291.0,1291.0,971.0,971.0,140.0,140.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,82.0,82.0,23.0,23.0,30.0,30.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,23.0,23.0,95.0,95.0,272.0,272.0,954.0,954.0,12.859938977764608,12.859938977764608,2.72,2.72,0.24210526315789474,0.24210526315789474,12.43,12.43,10.042105263157895,10.042105263157895
11,1428.0,1428.0,1066.0,1066.0,152.0,152.0,95.0,95.0,95.0,95.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,51.0,51.0,23.0,23.0,56.0,56.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,12.0,95.0,95.0,274.0,274.0,955.0,955.0,13.40170458856726,13.40170458856726,2.74,2.74,0.12631578947368421,0.12631578947368421,13.4,13.4,10.052631578947368,10.052631578947368
12,1562.0,1562.0,1160.0,1160.0,155.0,155.0,94.0,94.0,94.0,94.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,74.0,74.0,17.0,17.0,35.0,35.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,3.0,94.0,94.0,260.0,260.0,944.0,944.0,14.878913890892841,14.878913890892841,2.6,2.6,0.031914893617021274,0.031914893617021274,14.2,14.2,10.042553191489361,10.042553191489361
13,1692.0,1692.0,1252.0,1252.0,162.0,162.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,18.0,18.0,56.0,56.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,3.0,7.0,7.0,92.0,92.0,288.0,288.0,925.0,925.0,16.503884844718282,16.503884844718282,2.88,2.88,0.07608695652173914,0.07608695652173914,15.4,15.4,10.054347826086957,10.054347826086957
14,1817.0,1817.0,1344.0,1344.0,181.0,181.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,67.0,67.0,18.0,18.0,33.0,33.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,19.0,19.0,92.0,92.0,336.0,336.0,928.0,928.0,17.57883584004256,17.57883584004256,3.36,3.36,0.20652173913043478,0.20652173913043478,16.8,16.8,10.08695652173913,10.08695652173913
15,1938.0,1938.0,1435.0,1435.0,195.0,195.0,91.0,91.0,91.0,91.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,47.0,47.0,15.0,15.0,54.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,14.0,14.0,91.0,91.0,344.0,344.0,918.0,918.0,18.896861635757144,18.896861635757144,3.44,3.44,0.15384615384615385,0.15384615384615385,17.79,17.79,10.087912087912088,10.087912087912088
16,2057.0,2057.0,1525.0,1525.0,204.0,204.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,67.0,67.0,11.0,11.0,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,9.0,90.0,90.0,279.0,279.0,909.0,909.0,20.273066268483515,20.273066268483515,2.79,2.79,0.1,0.1,18.04,18.04,10.1,10.1
17,2174.0,2174.0,1615.0,1615.0,209.0,209.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,47.0,47.0,10.0,10.0,58.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,90.0,90.0,202.0,202.0,909.0,909.0,20.573336031751378,20.573336031751378,2.02,2.02,0.05555555555555555,0.05555555555555555,18.17,18.17,10.1,10.1
18,2291.0,2291.0,1705.0,1705.0,209.0,209.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,66.0,66.0,10.0,10.0,38.0,38.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,112.0,112.0,909.0,909.0,20.573336031751378,20.573336031751378,1.12,1.12,0.0,0.0,18.17,18.17,10.1,10.1
19,2405.0,2405.0,1795.0,1795.0,215.0,215.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,44.0,44.0,14.0,14.0,54.0,54.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,90.0,90.0,46.0,46.0,909.0,909.0,21.17333603175138,21.17333603175138,0.46,0.46,0.06666666666666667,0.06666666666666667,18.41,18.41,10.1,10.1
20,2517.0,2517.0,1885.0,1885.0,235.0,235.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,65.0,9.0,9.0,36.0,36.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0,20.0,90.0,90.0,56.0,56.0,908.0,908.0,22.090002698418044,22.090002698418044,0.56,0.56,0.2222222222222222,0.2222222222222222,19.41,19.41,10.088888888888889,10.088888888888889
21,2628.0,2628.0,1975.0,1975.0,252.0,252.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,11.0,11.0,56.0,56.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,90.0,90.0,85.0,85.0,910.0,910.0,22.668163617958275,22.668163617958275,0.85,0.85,0.18888888888888888,0.18888888888888888,20.6,20.6,10.11111111111111,10.11111111111111
22,2739.0,2739.0,2065.0,2065.0,252.0,252.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,64.0,64.0,4.0,4.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,90.0,90.0,-5.0,-5.0,911.0,911.0,22.668163617958275,22.668163617958275,-0.05,-0.05,0.0,0.0,20.6,20.6,10.122222222222222,10.122222222222222
23,2849.0,2849.0,2155.0,2155.0,253.0,253.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,9.0,9.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90.0,90.0,-87.0,-87.0,910.0,910.0,22.768163617958276,22.768163617958276,-0.87,-0.87,0.011111111111111112,0.011111111111111112,20.68,20.68,10.11111111111111,10.11111111111111
24,2959.0,2959.0,2245.0,2245.0,253.0,253.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,63.0,63.0,5.0,5.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,-177.0,-177.0,910.0,910.0,22.768163617958276,22.768163617958276,-1.77,-1.77,0.0,0.0,20.68,20.68,10.11111111111111,10.11111111111111
25,3068.0,3068.0,2335.0,2335.0,253.0,253.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,44.0,10.0,10.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,-267.0,-267.0,909.0,909.0,22.768163617958276,22.768163617958276,-2.67,-2.67,0.0,0.0,20.68,20.68,10.1,10.1
26,3176.0,3176.0,2425.0,2425.0,259.0,259.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,61.0,61.0,3.0,3.0,42.0,42.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,90.0,90.0,-303.0,-303.0,910.0,910.0,23.083953091642485,23.083953091642485,-3.03,-3.03,0.06666666666666667,0.06666666666666667,21.22,21.22,10.11111111111111,10.11111111111111
27,3284.0,3284.0,2515.0,2515.0,259.0,259.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,45.0,45.0,6.0,6.0,55.0,55.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,-393.0,-393.0,910.0,910.0,23.083953091642485,23.083953091642485,-3.93,-3.93,0.0,0.0,21.22,21.22,10.11111111111111,10.11111111111111
28,3391.0,3391.0,2605.0,2605.0,259.0,259.0,90.0,90.0,90.0,90.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,59.0,59.0,4.0,4.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,90.0,90.0,-483.0,-483.0,910.0,910.0,23.083953091642485,23.083953091642485,-4.83,-4.83,0.0,0.0,21.22,21.22,10.11111111111111,10.11111111111111
29,3496.0,3496.0,2694.0,2694.0,271.0,271.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,46.0,6.0,6.0,52.0,52.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,89.0,89.0,-475.0,-475.0,901.0,901.0,24.47104986583603,24.47104986583603,-4.75,-4.75,0.1348314606741573,0.1348314606741573,22.19,22.19,10.123595505617978,10.123595505617978
30,3601.0,3601.0,2783.0,2783.0,281.0,281.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,4.0,4.0,41.0,41.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,89.0,89.0,-464.0,-464.0,901.0,901.0,24.947240342026507,24.947240342026507,-4.64,-4.64,0.11235955056179775,0.11235955056179775,23.19,23.19,10.123595505617978,10.123595505617978
31,3708.0,3708.0,2872.0,2872.0,281.0,281.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,46.0,46.0,4.0,4.0,54.0,54.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,89.0,89.0,-553.0,-553.0,901.0,901.0,24.828192722978887,24.828192722978887,-5.53,-5.53,0.0,0.0,23.19,23.19,10.123595505617978,10.123595505617978
32,3813.0,3813.0,2961.0,2961.0,290.0,290.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,58.0,58.0,2.0,2.0,44.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,89.0,89.0,-606.0,-606.0,901.0,901.0,25.278192722978886,25.278192722978886,-6.06,-6.06,0.10112359550561797,0.10112359550561797,23.55,23.55,10.123595505617978,10.123595505617978
33,3916.0,3916.0,3050.0,3050.0,297.0,297.0,89.0,89.0,89.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,4.0,4.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,89.0,89.0,-674.0,-674.0,900.0,900.0,25.316139151550313,25.316139151550313,-6.74,-6.74,0.07865168539325842,0.07865168539325842,23.76,23.76,10.112359550561798,10.112359550561798
34,4019.0,4019.0,3138.0,3138.0,297.0,297.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,58.0,1.0,1.0,43.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-748.0,-748.0,890.0,890.0,26.31613915155032,26.31613915155032,-7.48,-7.48,0.0,0.0,23.9,23.9,10.113636363636363,10.113636363636363
35,4121.0,4121.0,3226.0,3226.0,297.0,297.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,43.0,1.0,1.0,56.0,56.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-836.0,-836.0,890.0,890.0,26.31613915155032,26.31613915155032,-8.36,-8.36,0.0,0.0,23.9,23.9,10.113636363636363,10.113636363636363
36,4223.0,4223.0,3314.0,3314.0,297.0,297.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,1.0,1.0,42.0,42.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,88.0,88.0,-924.0,-924.0,890.0,890.0,26.31613915155032,26.31613915155032,-9.24,-9.24,0.0,0.0,23.9,23.9,10.113636363636363,10.113636363636363
37,4324.0,4324.0,3402.0,3402.0,298.0,298.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,42.0,42.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,88.0,88.0,-1004.0,-1004.0,890.0,890.0,26.36159369700486,26.36159369700486,-10.04,-10.04,0.011363636363636364,0.011363636363636364,23.98,23.98,10.113636363636363,10.113636363636363
38,4424.0,4424.0,3490.0,3490.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,57.0,57.0,0.0,0.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,88.0,88.0,-1036.0,-1036.0,890.0,890.0,26.806038141449303,26.806038141449303,-10.36,-10.36,0.09090909090909091,0.09090909090909091,24.54,24.54,10.113636363636363,10.113636363636363
39,4524.0,4524.0,3578.0,3578.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,42.0,42.0,1.0,1.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1124.0,-1124.0,889.0,889.0,26.806038141449303,26.806038141449303,-11.24,-11.24,0.0,0.0,24.54,24.54,10.102272727272727,10.102272727272727
40,4623.0,4623.0,3666.0,3666.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1212.0,-1212.0,890.0,890.0,26.806038141449303,26.806038141449303,-12.12,-12.12,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
41,4722.0,4722.0,3754.0,3754.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1300.0,-1300.0,890.0,890.0,26.806038141449303,26.806038141449303,-13.0,-13.0,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
42,4821.0,4821.0,3842.0,3842.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,1.0,1.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1388.0,-1388.0,890.0,890.0,26.806038141449303,26.806038141449303,-13.88,-13.88,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
43,4920.0,4920.0,3930.0,3930.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,42.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1476.0,-1476.0,890.0,890.0,26.806038141449303,26.806038141449303,-14.76,-14.76,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
44,5019.0,5019.0,4018.0,4018.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1564.0,-1564.0,890.0,890.0,26.806038141449303,26.806038141449303,-15.64,-15.64,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
45,5118.0,5118.0,4106.0,4106.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1652.0,-1652.0,890.0,890.0,26.806038141449303,26.806038141449303,-16.52,-16.52,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
46,5216.0,5216.0,4194.0,4194.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1740.0,-1740.0,890.0,890.0,26.806038141449303,26.806038141449303,-17.4,-17.4,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
47,5314.0,5314.0,4282.0,4282.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1828.0,-1828.0,890.0,890.0,26.806038141449303,26.806038141449303,-18.28,-18.28,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
48,5412.0,5412.0,4370.0,4370.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-1916.0,-1916.0,890.0,890.0,26.806038141449303,26.806038141449303,-19.16,-19.16,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
49,5510.0,5510.0,4458.0,4458.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2004.0,-2004.0,890.0,890.0,26.806038141449303,26.806038141449303,-20.04,-20.04,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
50,5608.0,5608.0,4546.0,4546.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2092.0,-2092.0,890.0,890.0,26.806038141449303,26.806038141449303,-20.92,-20.92,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
51,5706.0,5706.0,4634.0,4634.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2180.0,-2180.0,890.0,890.0,26.806038141449303,26.806038141449303,-21.8,-21.8,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
52,5804.0,5804.0,4722.0,4722.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2268.0,-2268.0,890.0,890.0,26.806038141449303,26.806038141449303,-22.68,-22.68,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
53,5902.0,5902.0,4810.0,4810.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2356.0,-2356.0,890.0,890.0,26.806038141449303,26.806038141449303,-23.56,-23.56,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
54,6000.0,6000.0,4898.0,4898.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2444.0,-2444.0,890.0,890.0,26.806038141449303,26.806038141449303,-24.44,-24.44,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
55,6098.0,6098.0,4986.0,4986.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,41.0,0.0,0.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2532.0,-2532.0,890.0,890.0,26.806038141449303,26.806038141449303,-25.32,-25.32,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
56,6196.0,6196.0,5074.0,5074.0,306.0,306.0,88.0,88.0,88.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,57.0,0.0,0.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,88.0,-2620.0,-2620.0,890.0,890.0,26.806038141449303,26.806038141449303,-26.2,-26.2,0.0,0.0,24.54,24.54,10.113636363636363,10.113636363636363
